month,hour,T2M_mean,T2M_std,PS_mean,PS_std,RH2M_mean,RH2M_std
3,7,25.593870967741935,1.7941298634589296,957.4709677419354,2.129306700158773,49.46693548387096,15.730072084010347
3,8,29.644112903225807,2.1239401994616203,957.9846774193549,2.130958193378079,34.571129032258064,12.642282790780984
3,9,32.50104838709677,2.231146053732661,957.933870967742,2.1551559314597344,27.03975806451613,10.16948292037607
3,10,34.35572580645161,2.2349901050642504,957.2919354838709,2.1190424580204494,23.455725806451614,8.660851379823674
3,11,35.60266129032258,2.238807067970595,956.175,2.079267577426399,21.399838709677418,7.74018959284096
3,12,36.34596774193548,2.2246848390496337,954.8870967741935,2.0476029111172127,20.16483870967742,7.112022854256373
3,13,36.58153225806451,2.21396126035791,953.7435483870968,2.0207155593065558,19.584274193548385,6.843416891690507
3,14,36.3091129032258,2.1816824313019705,952.9749999999999,2.0148079857674266,19.576048387096773,6.783859229555116
3,15,35.55612903225806,2.1155128574135387,952.7556451612903,2.027105045362851,20.121774193548386,6.831728827893069
3,16,34.262741935483874,2.0803925281236335,953.0225806451613,2.0458500016413783,21.71725806451613,7.311783155186632
3,17,31.208548387096776,2.289442611026618,953.6209677419355,2.0689447525718974,29.300645161290323,10.714155118607636
3,18,29.22193548387097,2.346055564399739,954.4169354838709,2.080522205171154,33.061209677419356,12.009482133981034
3,19,28.37532258064516,2.4035459696933312,955.2612903225806,2.0771975209506883,34.46741935483871,11.99517659639946
3,20,27.53790322580645,2.38894414007104,955.8895161290322,2.057143751508832,36.30782258064516,12.194197644613963
3,21,26.65266129032258,2.2932598691453325,956.1185483870968,2.033914361959725,38.87387096774193,12.556285616017982
3,22,25.728629032258063,2.1704071532451215,956.0024193548387,2.020764715174386,42.37927419354838,13.11458780480959
3,23,24.818790322580647,2.066189530316649,955.6483870967742,2.026029152149698,46.612258064516126,13.912467640045039
4,0,27.561833333333333,2.013498557878061,952.7666666666667,1.774484578182407,48.86683333333334,12.718029879096932
4,1,26.794666666666668,1.9888428007951033,952.3016666666666,1.7830190303933993,52.61258333333333,13.570758572323484
4,2,26.13975,1.98144691317933,952.0475,1.774419658944979,55.79766666666667,14.231412157224442
4,3,25.606916666666667,1.9687315354165025,952.2,1.7590581895677733,58.40525,14.843257528407367
4,4,25.178416666666667,1.941517640738741,952.7408333333333,1.7412202730314035,60.4605,15.343768661013138
4,5,24.92575,1.9609402917302439,953.4691666666666,1.7280092900336916,61.80525,15.872555033715251
4,6,26.580416666666668,1.9281642751562431,954.2916666666666,1.7286310381646601,55.76283333333333,14.88889525749965
4,7,29.575833333333332,2.0359696483404632,955.0491666666666,1.7489010154679592,43.70375,12.263118036233209
4,8,33.003166666666665,2.249035641453157,955.3925,1.7618822297748922,32.543416666666666,9.995881042115458
4,9,35.41791666666666,2.23663759337306,955.2166666666667,1.761174805258663,26.88675,8.026221958591192
4,10,37.191833333333335,2.210703520606594,954.6008333333334,1.7647575039135266,23.606166666666663,6.84431287972125
4,11,38.42666666666666,2.2133139278957623,953.6108333333334,1.7379015566850395,21.621916666666667,6.209058480952484
4,12,39.13666666666666,2.237875017474735,952.4016666666666,1.71547496097631,20.49416666666667,5.949910045691513
4,13,39.3405,2.283807027271593,951.2975,1.7029614590742657,20.01175,5.983762434969429
4,14,39.07675,2.2885190846572203,950.5416666666666,1.7045457431457725,20.0485,6.121316474268527
4,15,38.39258333333333,2.2549808532356495,950.2383333333333,1.7342900290211154,20.56525,6.300760253247822
4,16,37.327,2.196968346600921,950.4041666666667,1.7761442439593345,21.790916666666664,6.807690287595398
4,17,35.33458333333333,2.2533809876161968,950.9675000000001,1.8055545715719303,27.000833333333333,8.984982296184286
4,18,33.190083333333334,2.2821306187561707,951.73,1.8087369658866002,31.882916666666667,11.541958923480731
4,19,32.32658333333333,2.3000695991783435,952.5008333333334,1.8021227368143846,33.158166666666666,11.569955802980116
4,20,31.472916666666666,2.2804549140129766,953.1183333333333,1.8004193411318188,34.905166666666666,11.46193854747557
4,21,30.520416666666666,2.2165782532229863,953.495,1.8020459893963625,37.43091666666667,11.450840048141586
4,22,29.51066666666667,2.1546801643502125,953.4866666666666,1.7962113879329416,40.81375,11.68620907129353
4,23,28.522,2.114883472165864,953.1383333333334,1.7960359400744754,44.82033333333333,12.428776242235271
5,0,27.899032258064516,2.277059657074841,950.2322580645161,2.460998157833742,63.130403225806454,18.331703552060834
5,1,27.30556451612903,2.1209091862433986,949.7758064516129,2.4627095583398497,66.12959677419354,17.81459634472581
5,2,26.787822580645162,1.9661201778203465,949.616935483871,2.4626220996247414,68.76741935483871,17.149116826247145
5,3,26.339435483870968,1.8499172921170672,949.8096774193548,2.4688768176286935,70.88806451612903,16.594793270876288
5,4,25.94709677419355,1.7584355455331284,950.300806451613,2.4858132747716586,72.5232258064516,16.284454233168947
5,5,25.826129032258066,1.702859245278827,950.9943548387097,2.4992129629228823,72.90467741935484,15.965455158926137
5,6,27.292258064516126,1.832898472613812,951.8024193548387,2.4992507400691797,65.72717741935485,15.370672135172411
5,7,29.848064516129032,2.1710570942222893,952.417741935484,2.510078818025182,53.96725806451612,14.48351551554245
5,8,32.476048387096775,2.5321332689944644,952.6927419354838,2.4909649218334,44.11870967741935,13.781349950262964
5,9,34.5508870967742,2.8420386625637133,952.5362903225806,2.466534868290054,37.90862903225806,13.147466251596686
5,10,36.15798387096774,3.134423088432499,951.9459677419355,2.452852966190129,33.83879032258065,12.781639626155705
5,11,37.332822580645164,3.3863243762632327,951.0814516129033,2.431746902463268,31.155887096774194,12.606814392437158
5,12,38.065241935483876,3.5812280365727123,950.0798387096773,2.401895587405563,29.518548387096775,12.596934114902744
5,13,38.31032258064516,3.688020584277569,949.1532258064516,2.3736163443621967,28.753387096774194,12.738268052884946
5,14,38.06653225806452,3.7020343878342157,948.491935483871,2.3663149895882962,28.77717741935484,13.068266881470539
5,15,37.453870967741935,3.6506833550480744,948.1975806451613,2.3366108355255286,29.486693548387095,13.659195760215642
5,16,36.454758064516135,3.5486045496694105,948.3145161290323,2.3140326096313335,31.31435483870968,14.687069156009004
5,17,34.729516129032255,3.3502866895501238,948.8516129032258,2.296001610115489,37.596693548387094,16.43999785975963
5,18,32.55935483870968,3.0753480183617294,949.5572580645162,2.298397228296355,46.483306451612904,19.00214235768553
5,19,31.68991935483871,2.973514385087372,950.266129032258,2.3243457719900698,48.46403225806451,19.213598712334605
5,20,30.87927419354839,2.828887044041612,950.8096774193548,2.340641957486032,50.726290322580645,19.117254602185525
5,21,30.066854838709677,2.6641761846740764,951.1693548387096,2.371997114688388,53.535403225806455,18.797498812999166
5,22,29.287419354838708,2.5110742918389604,951.141129032258,2.405380557311424,56.737338709677424,18.425853615988565
5,23,28.555967741935483,2.3624029792457795,950.7443548387097,2.4369880923994285,60.137258064516125,18.12585053070108
6,0,26.411,2.3011547703948394,949.1241666666666,1.5953712369707365,73.81066666666668,15.150681917888415
6,1,25.966749999999998,2.163942543583993,948.6574999999999,1.6075275916708665,75.43108333333333,14.663388856812954
6,2,25.551583333333333,2.029049947752937,948.4633333333334,1.6256832220255368,77.1085,14.124674438131064
6,3,25.1915,1.9108160296479761,948.5541666666667,1.6450024052156371,78.731,13.68409752384192
6,4,24.898666666666667,1.8128713161621757,948.9208333333333,1.6781790768585116,80.187,13.286933215972537
6,5,24.853,1.7466672226141502,949.5258333333334,1.6912774662328713,80.52950000000001,12.826749743859377
6,6,25.949666666666666,1.8573596210493968,950.2566666666667,1.7063269970109125,75.11208333333335,12.452560797408905
6,7,27.897166666666667,2.194282173673906,950.77,1.704004181949374,65.29366666666667,12.313532416013864
6,8,29.8905,2.5228088421007056,951.0291666666667,1.6798057027166853,56.61841666666667,12.085952676303078
6,9,31.625583333333335,2.7822044931558705,950.92,1.6726469738589798,50.528999999999996,11.748332504600624
6,10,32.97666666666667,2.997146355203531,950.4408333333333,1.6586162012597363,46.43008333333333,11.513486611039124
6,11,33.90183333333333,3.1636552052496354,949.6958333333333,1.661951663958114,43.778083333333335,11.422043209751669
6,12,34.38491666666666,3.2586451264634637,948.8775,1.6544039775727333,42.309916666666666,11.44130615566331
6,13,34.46775,3.285715573163799,948.1725,1.6695977727252307,41.8655,11.544602059953778
6,14,34.16675,3.252211700578267,947.6833333333333,1.6625551527255331,42.43241666666667,11.773235206173707
6,15,33.584250000000004,3.238450107171432,947.485,1.6403345631277604,43.96516666666666,12.359176428419309
6,16,32.700916666666664,3.2058410440506697,947.6691666666667,1.596992753377977,46.92425,13.388526108782333
6,17,31.367583333333336,3.1054265315052985,948.1791666666667,1.543318253793752,53.26241666666667,14.64889613507415
6,18,29.698333333333334,2.805974518273268,948.8199999999999,1.5233532229974611,61.91283333333333,15.159992360662653
6,19,28.90583333333333,2.7468773970044005,949.455,1.512738626220889,65.13233333333334,15.73355049937955
6,20,28.277916666666666,2.680984359494535,949.9449999999999,1.5202194666858846,67.41191666666667,15.91798841308309
6,21,27.724749999999997,2.590215578614547,950.2583333333333,1.5318788010363082,69.45691666666667,15.905833283106302
6,22,27.21033333333333,2.487681899378015,950.1641666666667,1.5502125543245484,71.40983333333334,15.683674806440408
6,23,26.738916666666668,2.3916162376709424,949.6933333333333,1.5612284181596858,73.08391666666667,15.416916131905479
7,0,24.181290322580644,1.0820523766998746,948.0362903225806,1.8123934082442075,86.94798387096773,7.581763526950666
7,1,23.874758064516126,1.0243256466682067,947.5362903225806,1.8084415730560937,88.09185483870968,6.835538811282216
7,2,23.599435483870966,0.9659843140500882,947.2717741935484,1.8080920404243035,89.15048387096775,6.041869206115163
7,3,23.364758064516128,0.9048832864682369,947.3040322580645,1.849473631712027,90.09258064516129,5.203301464614067
7,4,23.17806451612903,0.8454158330450045,947.6516129032258,1.8785257959397488,90.85290322580646,4.415001730831089
7,5,23.144274193548387,0.8115970138095303,948.2274193548387,1.8879308030276432,90.93774193548387,3.865956446978482
7,6,23.91306451612903,0.8842085041044659,948.9379032258065,1.9131378363313658,87.0725806451613,4.630092603152621
7,7,25.323145161290324,1.1545557460022464,949.4911290322581,1.9116677304569551,79.21370967741936,6.868350942038048
7,8,26.92508064516129,1.4991924633695197,949.7935483870967,1.9081230694182718,70.94137096774193,8.724389263659987
7,9,28.393145161290324,1.78644142203618,949.7096774193549,1.8754043186764338,64.50387096774193,9.678357274244982
7,10,29.613870967741935,2.0164823713454667,949.2814516129032,1.83291348934647,59.91016129032258,10.238054707873772
7,11,30.49233870967742,2.22531923675711,948.5709677419355,1.7675840934468383,56.94338709677419,10.793527862513558
7,12,30.993790322580644,2.3827304119099484,947.7854838709677,1.7262532173668663,55.34145161290323,11.315954036751265
7,13,31.093387096774194,2.450511440594098,947.1040322580644,1.7136182987315642,55.0533064516129,11.767291081000705
7,14,30.807096774193546,2.4270587687531116,946.683064516129,1.6986710144450916,56.13943548387097,12.243798848716693
7,15,30.203064516129032,2.344255798294281,946.5548387096775,1.7040532664061991,58.546048387096775,12.810796502248792
7,16,29.306048387096773,2.239237972352793,946.792741935484,1.7164992445202154,62.77322580645161,13.425644345614794
7,17,28.03467741935484,2.0100371858728536,947.3483870967742,1.725254022581535,69.83822580645162,13.102181103624472
7,18,26.699274193548387,1.6325381372988237,947.9983870967742,1.7578619622160896,77.0265322580645,11.423209439262681
7,19,26.09209677419355,1.510715263855102,948.6040322580644,1.7872811341838524,79.71298387096775,10.618989508357158
7,20,25.631693548387098,1.4134491755951317,949.0604838709677,1.7903907257795209,81.5900806451613,10.009137329197973
7,21,25.226854838709677,1.3057635631391804,949.3612903225807,1.7738254869397563,83.23838709677419,9.383450349782002
7,22,24.851854838709677,1.2089741448111821,949.1774193548387,1.7651936815207814,84.64120967741935,8.770245854360164
7,23,24.501774193548385,1.1341506247645483,948.6395161290322,1.7932039069136056,85.89508064516129,8.152169594600844
8,0,23.56483870967742,0.6403625546643149,950.9758064516129,1.8050683372303997,93.36129032258064,2.8737293318527946
8,1,23.299032258064514,0.6152088935400689,950.4524193548388,1.7708325041265427,93.9691935483871,2.519266765431002
8,2,23.06435483870968,0.6070871971436612,950.1733870967741,1.7128927118864847,94.52241935483872,2.138667380443997
8,3,22.86524193548387,0.6117713368846429,950.2177419354839,1.7085651464579,94.95024193548387,1.7916411442506655
8,4,22.69451612903226,0.6214739296754094,950.5653225806452,1.7140758421542097,95.28298387096774,1.4375006425385415
8,5,22.604112903225804,0.6503232618266122,951.1040322580644,1.7326327161381645,95.34145161290323,1.2885503883553386
8,6,23.19193548387097,0.7335598439011737,951.7870967741936,1.7570285217750614,92.76395161290323,1.9554679719978802
8,7,24.359193548387097,0.92434780063751,952.4169354838709,1.788614478276786,87.11540322580645,3.9782852455076223
8,8,25.791209677419356,1.1700348078638074,952.7588709677419,1.794572308889613,80.05508064516128,5.711382515411306
8,9,27.081612903225807,1.3012904083972296,952.758064516129,1.807576501510145,74.26209677419355,6.413252573844601
8,10,28.11258064516129,1.3918589493576214,952.383064516129,1.8315536864566462,70.16008064516129,6.71618727688254
8,11,28.835,1.456859580535606,951.6959677419355,1.8415440319783765,67.50112903225806,6.8853115970225645
8,12,29.23040322580645,1.5231564355456013,950.8798387096774,1.8283663612662018,66.13596774193549,7.11073343264747
8,13,29.32209677419355,1.5949489755039359,950.1500000000001,1.8096624129324022,65.97274193548387,7.4942551806933455
8,14,29.153306451612902,1.6330298648433323,949.6556451612903,1.7701822247548828,66.93959677419355,7.94024117501401
8,15,28.734032258064516,1.62743147388853,949.4782258064516,1.7286472216417186,69.23435483870968,8.367819236059935
8,16,27.956935483870968,1.503113937131497,949.6177419354839,1.6757014493922582,74.11629032258064,8.121041671714694
8,17,26.73758064516129,1.2251539614333546,950.0766129032259,1.6175414884398178,82.51508064516129,5.89628800081589
8,18,25.556048387096773,0.9357235525225097,950.6879032258065,1.5882491634477767,88.515,3.7898157279784086
8,19,25.09524193548387,0.8406215893245321,951.3491935483871,1.6071231666563845,89.8533064516129,3.532491859097795
8,20,24.737822580645158,0.7927922871363459,951.933870967742,1.6740432091622341,90.79306451612904,3.4599563363519987
8,21,24.41032258064516,0.7468589351942345,952.2532258064516,1.7103432586524894,91.6575806451613,3.307989434556063
8,22,24.108548387096775,0.7070063919725632,952.0943548387097,1.7532456508117047,92.3366129032258,3.198622134021926
8,23,23.81967741935484,0.668256967618387,951.6193548387097,1.7947836529428118,92.90806451612903,3.1375814509997184
9,0,23.152886597938142,0.6694073230024801,950.5422680412372,1.929963031357226,95.19463917525772,1.950970411239662
9,1,22.943298969072163,0.7037395967991942,949.99793814433,2.0080556195319685,95.48020618556701,1.8133727665259547
9,2,22.740721649484534,0.7507749432845491,949.6824742268041,2.059885226843087,95.71422680412371,1.6736417596638518
9,3,22.559690721649485,0.7992450260613762,949.7175257731959,2.0719360063556334,95.91432989690722,1.4954005227254996
9,4,22.41443298969072,0.8430808693320454,950.1,2.0161845153656053,96.0480412371134,1.3890356660702148
9,5,22.302061855670104,0.8675179370675975,950.6742268041237,1.9400536048497836,96.16577319587628,1.297883561684457
9,6,22.81659793814433,0.7703055219061057,951.3865979381443,1.862157623227917,94.52216494845361,1.705193798128314
9,7,23.84185567010309,0.7475116079044458,952.0958762886598,1.8099791392543807,90.81216494845361,3.5978915199287465
9,8,25.16340206185567,1.0432130720738237,952.4711340206185,1.781675169309688,85.13247422680412,5.9444690733851875
9,9,26.348865979381443,1.3482935791589983,952.4164948453607,1.7465847873046776,79.86371134020618,7.491909569605136
9,10,27.241340206185566,1.5541682052266594,952.0237113402062,1.733359767178852,76.18773195876288,8.295638852377332
9,11,27.83979381443299,1.6854079497393748,951.3103092783506,1.776494941830841,73.94092783505155,8.67523823910067
9,12,28.172680412371133,1.7555943411135255,950.4381443298969,1.876246435648914,72.74474226804124,8.855517241243769
9,13,28.236804123711337,1.7713622032161638,949.6969072164949,1.976763643362043,72.55938144329897,8.963210433771417
9,14,28.04278350515464,1.7393711401131196,949.238144329897,2.041774315136708,73.57907216494846,9.04669300565063
9,15,27.60855670103093,1.635820378848385,949.1773195876289,2.0407058192080747,76.30896907216496,8.856731607057439
9,16,26.8859793814433,1.4485032934850768,949.4721649484536,1.9733506967866838,81.1460824742268,7.70838782278502
9,17,25.669381443298967,1.1042303262463222,949.9845360824743,1.8996896789446602,88.59051546391753,4.797744342208732
9,18,24.79855670103093,0.9214696026035459,950.6072164948453,1.815629334342478,91.45587628865978,3.9467689191543487
9,19,24.47577319587629,0.8881146170534825,951.2237113402061,1.754445139963353,92.07762886597939,3.916922094471388
9,20,24.18175257731959,0.8376194072952607,951.7463917525772,1.7108149773128023,92.75443298969073,3.630336867137867
9,21,23.889690721649487,0.7621945475733307,951.8958762886597,1.708186021642818,93.52422680412371,3.066966075188544
9,22,23.6180412371134,0.7076393254677505,951.678350515464,1.7573196211443574,94.21659793814433,2.5546851920368594
9,23,23.37020618556701,0.6699408857339634,951.1927835051546,1.8374715090013514,94.77453608247424,2.165766810228813
10,0,21.54290322580645,1.879634319572712,954.5301075268818,2.1434827889613066,93.65924731182795,4.769274677457939
10,1,21.274193548387096,1.9301905304583198,953.9731182795699,2.1760124972140487,94.18946236559141,4.713468068158153
10,2,21.03989247311828,1.989871906858227,953.6849462365591,2.18457767466467,94.63634408602151,4.8147363883200835
10,3,20.821290322580644,2.045935645321384,953.7569892473118,2.1660120563247713,95.02129032258064,4.783498861758919
10,4,20.623763440860216,2.097043941184257,954.1935483870968,2.137237471882851,95.38215053763442,4.588808893825136
10,5,20.453978494623655,2.1473103194992897,954.9397849462365,2.1408114971413266,95.71397849462365,4.342484547239155
10,6,21.20956989247312,1.9804099893810383,955.7376344086022,2.1471373246667187,93.87731182795699,3.8239119338438257
10,7,22.85322580645161,1.5037100215440498,956.4172043010753,2.1406837416396582,87.69440860215053,6.700577110506102
10,8,24.905913978494624,1.268957323227241,956.8204301075269,2.148941050630158,79.5141935483871,8.982986857119146
10,9,26.552688172043013,1.1442532592357466,956.7924731182795,2.1477610464985126,72.58064516129032,10.338750324623133
10,10,27.581290322580646,1.127434781499918,956.1612903225806,2.112953437729721,68.76268817204301,10.166992003087088
10,11,28.23397849462366,1.140931293691168,955.1709677419354,2.0715243623308686,66.45247311827957,10.183516375679172
10,12,28.576559139784944,1.1530889465895873,954.1795698924731,2.046075731724782,65.15698924731183,10.259594532303627
10,13,28.610537634408605,1.138794524344473,953.3989247311829,2.015024793441986,64.87344086021506,10.31386408576421
10,14,28.34258064516129,1.1172471051513828,952.9333333333334,1.985947005145559,65.73709677419355,10.468717746805106
10,15,27.731827956989246,1.0838517729522095,952.9376344086021,1.9651813711237935,68.58580645161291,10.730868853612751
10,16,26.615806451612904,1.0613745421167677,953.2913978494624,1.9611252268055346,75.40408602150538,9.26185670611967
10,17,24.624301075268818,1.265760982527957,953.8548387096774,1.9775102994857363,86.0605376344086,6.5545005058906085
10,18,23.622258064516128,1.3814549112472903,954.578494623656,1.9973269888814913,88.85903225806452,6.187230901397578
10,19,23.15225806451613,1.4670342228249793,955.336559139785,2.051075271880829,89.992688172043,5.833746119102296
10,20,22.742258064516133,1.556741391100584,955.8516129032258,2.0575741786630783,91.00075268817204,5.520056166333491
10,21,22.37505376344086,1.6449379687365477,955.920430107527,2.0782810173097137,91.83956989247312,5.296433770242201
10,22,22.042473118279567,1.7295863138925167,955.6666666666666,2.077850756939988,92.5136559139785,5.12959312416183
10,23,21.74494623655914,1.8050042898033538,955.2462365591397,2.080528733999323,93.06075268817204,4.972330228933242
11,0,18.149444444444445,2.9664321857425326,957.3533333333334,1.3032543535750885,89.94644444444445,5.683042252038246
11,1,17.78633333333333,2.9932633914069515,956.8844444444445,1.3061575099118223,91.11188888888888,5.441164757669063
11,2,17.436555555555554,3.0482019607480306,956.6133333333333,1.3121044080133843,92.41255555555554,5.077364299241881
11,3,17.112333333333332,3.1236830213671687,956.6355555555555,1.3052453479048953,93.707,4.8486206656688
11,4,16.826555555555558,3.1967143107446043,956.9922222222223,1.3101357488441647,94.74577777777779,4.675268177798154
11,5,16.578333333333333,3.2588428531570903,957.671111111111,1.2973823641284286,95.56455555555554,4.41970082904117
11,6,17.060111111111112,3.2087315896599855,958.4599999999999,1.293266919797607,94.20722222222221,3.9947133681758284
11,7,19.21988888888889,2.698958806503169,959.178888888889,1.3043138834716028,85.00233333333334,5.5553424130149445
11,8,21.65411111111111,2.517549144581048,959.6533333333334,1.3048052934949859,75.94188888888888,6.147732914458427
11,9,24.19488888888889,2.0790021614985377,959.678888888889,1.3093865485726564,65.6651111111111,7.452169768408295
11,10,25.700333333333337,2.0327379278072373,959.0377777777777,1.3239010942535407,60.567,7.6226673278460275
11,11,26.687666666666665,2.0537578875500806,957.9877777777778,1.3468087773127582,57.562444444444445,7.696161061279093
11,12,27.28322222222222,2.071608953911809,956.9055555555556,1.367632343583609,55.766999999999996,7.813562316089621
11,13,27.458,2.0720565694416515,956.0355555555556,1.3703367183279906,55.147666666666666,8.046989394463418
11,14,27.166,2.0695365599654685,955.5533333333334,1.3631754072794326,55.99477777777778,8.516621188412483
11,15,26.417222222222225,2.0608136430572115,955.5377777777777,1.3632065452065154,58.92444444444444,8.988993658428118
11,16,24.743888888888886,2.2213958029487433,955.8966666666666,1.3515243162918387,70.11333333333333,8.244621399583611
11,17,22.058777777777777,2.5906755128699146,956.4988888888888,1.3504468211407328,81.18788888888889,7.17309431207952
11,18,21.069111111111113,2.7199106249544878,957.2388888888889,1.3499641646882672,83.11722222222222,7.136344550648329
11,19,20.431777777777775,2.80918780608163,957.9755555555556,1.3458476390979048,84.47755555555555,7.036009196854949
11,20,19.863444444444443,2.869916085807305,958.4077777777777,1.337633981761673,85.66744444444444,6.793069925573619
11,21,19.363888888888887,2.9114075110469795,958.4777777777778,1.3420408555359191,86.65677777777778,6.537694131481219
11,22,18.909333333333333,2.9303958393501905,958.2155555555555,1.3538053825173302,87.63866666666667,6.287390484225043
